auctionId,auctionSeason,auctionNumber,category,Item,quantity,priceAugmented
20255,2025,5,token,Ring of Psychic Mastery,1,$70.00
20255,2025,5,token,Ioun Stone Elfstone Shard,1,$106.00
20255,2025,5,token,+2 Savage Sword,1,$55.50
20255,2025,5,token,Boots of Brawling,1,$26.00
202520,2025,20,withheld,Ring of the 2nd Circle,4,-$315.18
202534,2025,34,token,Random Ultra Rare,10,$400.00
202534,2025,34,grunnel,Small Favor Scroll,1,$170.00
202534,2025,34,grunnel,Mug of Courage,1,$51.00
202534,2025,34,grunnel,Acorn Prop,1,$36.00
202537,2025,37,token,Random Ultra Rare,10,$275.00
202537,2025,37,token,"True Dungeon Volunteer Shirt - Batterak #1 (2XL), extra strong +3",1,$26.00
202537,2025,37,token,"True Dungeon Volunteer Shirt - Batterak #1 (2XL), extra strong +3",1,$26.00
202537,2025,37,grunnel,HAMSTER with his own pet	,1,$257.00
202537,2025,37,grunnel,Small Favor Scroll,1,$155.00
202540,2025,40,grunnel,Tesseract Prop,1,$210.00
202540,2025,40,grunnel,Small Favor Scroll,1,$105.00
202540,2025,40,grunnel,Goblin Blankie,1,$156.00
202540,2025,40,token,Random Ultra Rare,10,$360.00
202543,2025,43,grunnel,Tear of Creation Prop,1,$55.00
202543,2025,43,grunnel,GibGub's Nut Prop,1,$40.00
202543,2025,43,grunnel,Felurian's Snack/Wine Lablel Prop,1,$140.00
202543,2025,43,grunnel,Small Favor Scroll,1,$150.00
202543,2025,43,token,Random Ultra Rare,10,$410.00
202543,2025,43,grunnel,Tesseract Prop,1,$81.00
202545,2025,45,token,Boaz Bead Booster Set,1,$176.00
202545,2025,45,token,+3 Savage Sword,1,$101.00
202545,2025,45,token,Boots of Protection,1,$101.00
202545,2025,45,token,Greater Bead of Whispers,1,$81.00
202545,2025,45,token,Ring of the 4th Circle,1,$31.00
202545,2025,45,token,Ring of the 4th Circle,1,$30.00
202545,2025,45,token,Ring of the 4th Circle,1,$30.00
202545,2025,45,token,Ring of the 5th Circle,1,$133.00
202545,2025,45,token,Spirit Pet Grumpling,1,$106.00
202545,2025,45,token,Ioun Stone Kyanite Cube,1,$31.00
202545,2025,45,token,Ioun Stone Quicksilver Cube,1,$53.00
202545,2025,45,token,Ioun Stone Tanzanite Cube,1,$66.00
202545,2025,45,token,Ioun Stone Onyx Cube,1,$66.00
202545,2025,45,token,Full Set of Cavadar Teeth with Semi-Lich Skull,1,$200.00
202545,2025,45,grunnel,Small Favor Scroll,1,$256.00
202545,2025,45,grunnel,Genie Stopper,1,$52.00
202545,2025,45,grunnel,Lady Darkhold's Baby Rattle/Ragdoll,1,$25.00
202545,2025,45,withheld,Path to Enlightenment (Fragment 3),1,"-$1,331.72"
20262,2026,2,augment,2024 Ultra Rare Set,1,$675.00
20262,2026,2,augment,Boots of Protection,1,$75.00
20262,2026,2,augment,Greater Ring of Havoc,1,$140.00
20262,2026,2,augment,"Rings of the 5th, 4th, 3rd and 2nd Circles",1,$450.00
20262,2026,2,augment,Ring of the 3rd Circle,1,$70.00
20262,2026,2,augment,Mark of the 3rd Tenet,1,$90.00
20262,2026,2,augment,"Orion's Belt, Bead of the Lucky Traveler and Icecrag Hero Earcuff",1,$160.00
20264,2026,4,withheld,Ring of the 1st Circle,4,-$449.16
20264,2026,4,withheld,Mark of the 1st Tenet,3,-$342.24
20264,2026,4,augment,+3 Savage Sword,1,$110.00
20264,2026,4,augment,Boots of Protection,1,$50.00
20264,2026,4,augment,Blessed Redoubt Mail,1,$100.00
20264,2026,4,augment,Silver Ship Passage Melonbrandt,1,$55.00
20264,2026,4,augment,Ring of the 3rd Circle,1,$85.00
20264,2026,4,augment,Amulet of Folkvangr,1,$31.00
20264,2026,4,augment,Bead Bracelets,1,$55.00
20264,2026,4,augment,Eye Patch of the Aesir,1,$41.00
20264,2026,4,augment,Boots of Brawling,1,$65.00
20264,2026,4,augment,Belt of the Hunter,1,$56.00
20264,2026,4,augment,Earcuff of the Cabal,1,$32.00
20264,2026,4,augment,Earcuff of the Ravager,1,$55.00
20264,2026,4,augment,Earcuff of the Sage Sprite,1,$54.00
20264,2026,4,augment,Ring of Expertise,1,$40.00
20264,2026,4,augment,Ring of the Siren,1,$21.00
20264,2026,4,augment,Random Ultra Rare,9,$369.00
20266,2026,6,withheld,Ring of the 1st Circle,4,-$449.16
20266,2026,6,token,Golden Ticket,1,"$1,254.00"
202632,2026,32,withheld,Patron Pin,1,-$365.26
202632,2026,32,augment,Random Ultra Rare,9,$310.50
202632,2026,32,augment,D&D for up to 6 players,1,$155.00
202632,2026,32,grunnel,Ring of Direction Prop,1,$31.00
202632,2026,32,grunnel,Small Favor Scroll,1,$305.00
202632,2026,32,grunnel,Wooden Mug from Ymir's Tavern,1,$31.00
202632,2026,32,grunnel,Unicorn Lock from Ymir's Tavern,1,$31.00
202633,2026,33,token,Random Ultra Rare,9,$359.82
202633,2026,33,grunnel,Cursed Ring,1,$135.00
202633,2026,33,grunnel,Small Favor Scroll,1,$230.00
202633,2026,33,grunnel,Raven's Head,1,$70.00
202633,2026,33,grunnel,Auto-Succeed Arrow,1,$85.00
202633,2026,33,grunnel,10 Potatoes,1,$111.00
202634,2026,34,withheld,Oil of Enchantment,2,-$86.79
202634,2026,34,withheld,Elven Bismuth,2,-$63.35
202634,2026,34,token,Ioun Stone Sapphire Trilliant,1,$175.00
202634,2026,34,token,Silver Ship Passage Mirthwood,1,$45.00
202634,2026,34,token,Ring of the 3rd Circle,1,$40.00
202634,2026,34,token,Mark of the 3rd Tenet,1,$110.00
202634,2026,34,grunnel,Small Favor Scroll,1,$250.00
202634,2026,34,grunnel,10 Potatoes,1,$155.00
202634,2026,34,grunnel,Auto-Succeed Arrow,1,$130.00
202634,2026,34,grunnel,Auto-Succeed Arrow,1,$130.00
202634,2026,34,token,+3 Savage Sword,1,$135.00
202634,2026,34,token,Common/Ucommon Scroll Package,1,$150.00
202634,2026,34,token,"Greaves of Absorption, Stalwart and Deflection",1,$255.00
202640,2026,40,token,+2 Keen Slayer Bow,1,$250.00
202640,2026,40,token,Amulet of Noble Might,1,$195.00
202640,2026,40,token,Necklace of the Sneak,1,$31.00
202640,2026,40,token,Skull of Batterak,1,$215.00
202640,2026,40,token,Ring of the 2nd Circle,1,$21.00
202640,2026,40,token,Mark of the 2nd Tenet,1,$46.00
202640,2026,40,token,Greater Eyepatch of the Aesir,1,$100.00
202640,2026,40,token,Greater Eyepatch of the Aesir,1,$100.00
202640,2026,40,token,Hitchhiking Ghost: Shog,1,$2.50
202640,2026,40,token,3* and 4* Set #1,1,$4.00
202640,2026,40,token,3* and 4* Set #2,1,$4.00
202640,2026,40,token,3* and 4* Set #3,1,$4.00
202640,2026,40,grunnel,5 Potatoes (2 sets),1,$151.00
202640,2026,40,grunnel,Troy's Zombie Swatter,1,$95.00
202640,2026,40,grunnel,Ankh from Golden Obelisk,1,$195.00
202640,2026,40,grunnel,Odin Poster,1,$70.00
202640,2026,40,grunnel,Grunnel's +2 Pointy Stick (Token & Prop),1,$40.00
202640,2026,40,grunnel,Tabors Onyx Dagger #1,1,$215.00
202645,2026,45,token,Random Ultra Rare,6,$55.00
202645,2026,45,token,Random Ultra Rare,2,$61.00
202645,2026,45,token,Random Ultra Rare,1,$54.00
202645,2026,45,token,+2 Staff of Power,1,$29.00
202645,2026,45,token,Bead of Focus,1,$42.00
202645,2026,45,token,Charm of Spell Storing,1,$71.00
202645,2026,45,token,Charm of Spell Swapping,1,$30.00
202645,2026,45,token,Crown of Expertise,1,$46.00
202645,2026,45,token,Druegar's Death Die,1,$54.00
202645,2026,45,token,Ioun Stone Platinum Nugget,1,$68.00
202645,2026,45,token,Ioun Stone Gold Nugget,1,$124.00
202645,2026,45,token,Elven Bismuth,2,$132.00
202645,2026,45,token,Golden Ticket,1,$701.00
202645,2026,45,grunnel,"""Dot"" the homeless tater",1,$46.00
202645,2026,45,grunnel,Curse of Crimson Isle Coaching Room Banner,1,$126.00
202645,2026,45,grunnel,Punch 4 times to open sign,1,$66.00
202645,2026,45,grunnel,Portal Viewer #1,1,$66.00
202645,2026,45,grunnel,Tabor's Onyx Dagger #3,1,$56.00
202645,2026,45,withheld,Ring of the 1st Circle,8,-$898.32
202646,2026,46,token,Random Ultra Rare,9,$392.04
202646,2026,46,token,Grind Spinning Timer,1,$127.00
202646,2026,46,token,Bead of Greed,1,$82.00
202646,2026,46,token,Stalker Bead of Focus,1,$102.00
202646,2026,46,token,Ring of the 2nd Circle,1,$25.00
202646,2026,46,token,+3 Savage Sword,1,$100.00
202646,2026,46,token,Thor's Kit,1,$100.00
202646,2026,46,token,Ralson's Kit,1,$123.00
202646,2026,46,token,They'll Consume You,1,$11.00
202646,2026,46,token,Feeling Expertly Blue Set 1,1,$11.00
202646,2026,46,token,Feeling Expertly Blue Set 2,1,$11.00
202646,2026,46,token,Mark of the 1st Tenet,1,$77.00
202646,2026,46,token,Mark of the 2nd Tenet,1,$21.00
202646,2026,46,token,Mark of the 3rd Tenet,1,$51.00
202646,2026,46,token,Mark of the Tenets,1,$152.00
202646,2026,46,token,Oil of Enchantment,10,$524.00
202647,2026,47,grunnel,GenCon 2026 Tornado Bucket,1,$103.00
202647,2026,47,grunnel,Bead of the Lucky Traveler  (Lady Darkhold),1,$72.00
202647,2026,47,grunnel,Green Key,1,$455.00
202647,2026,47,grunnel,Acorn from Felurian's Feast,1,$137.00
202647,2026,47,grunnel,Tomb of Terror Redux Banner,1,$161.00
202647,2026,47,grunnel,Borrowed Ring #4 St Lorca,1,$112.00
202647,2026,47,token,Censer and 2 of each incense,1,$47.00
202647,2026,47,token,4x Baby Potatoes,1,$51.00
202647,2026,47,token,Random UR,9,$495.00
202647,2026,47,token,Golden Ticket,1,$652.00
