auctionId,auctionSeason,auctionNumber,Item, Price ,Display Name,Category
202226,2022,26,Patron Pin,450,Patron Pin,Premium
202226,2022,26,PCH,1.25,Potion Condensed Healing,Bonus
202226,2022,26,Philosopher's Stone,2.5,Philosopher's Stone,Trade 1
202226,2022,26,PYP,90,Ultra Rare,Ultra Rare
202226,2022,26,Wish,195,Wish Ring,Premium
202227,2022,27,1k Bonus,82,Ring of the 5th Circle,Premium
202227,2022,27,2k Bonus,35,+1 Turkey Leg of Smiting,Premium
202227,2022,27,8k Bonus,310,Orb of Dragonkind (Great Wyrm),Premium
202227,2022,27,Alchemist's Ink,8,Alchemist's Ink,Trade 1
202227,2022,27,Alchemist's Parchment,1.75,Alchemist's Parchment,Trade 1
202227,2022,27,Aragonite,11,Aragonite,Trade 2
202227,2022,27,"1,000 GP Gold Bar",12,"1,000 GP Gold Bar",Trade 2
202227,2022,27,Darkwood Plank,1.25,Darkwood Plank,Trade 1
202227,2022,27,Dwarven Steel,7,Dwarven Steel,Trade 1
202227,2022,27,Elven Bismuth,7,Elven Bismuth,Trade 2
202227,2022,27,Enchanter's Munition,1.25,Enchanter's Munition,Trade 1
202227,2022,27,Minotaur Hide,5,Minotaur Hide,Trade 1
202227,2022,27,Mystic Silk,1.5,Mystic Silk,Trade 1
202227,2022,27,Oil of Enchantment,8,Oil of Enchantment,Trade 2
202227,2022,27,Patron Pin,430,Patron Pin,Premium
202227,2022,27,PCH,0.25,Potion Condensed Healing,Bonus
202227,2022,27,Philosopher's Stone,3.25,Philosopher's Stone,Trade 1
202227,2022,27,PYP,95,Ultra Rare,Ultra Rare
202227,2022,27,Wish,195,Wish Ring,Premium
202228,2022,28,1k Bonus,65,Ring of the 5th Circle,Premium
202228,2022,28,2k Bonus,30,+1 Turkey Leg of Smiting,Premium
202228,2022,28,3 Star,0.75,Lenses of Hunting,Bonus
202228,2022,28,Treasure Chip,2.58,Treasure Chip (each),Preorder
202228,2022,28,8k Bonus,335,Orb of Dragonkind (Great Wyrm),Premium
202228,2022,28,Alchemist's Ink,12,Alchemist's Ink,Trade 1
202228,2022,28,Alchemist's Parchment,1.5,Alchemist's Parchment,Trade 1
202228,2022,28,Aragonite,14,Aragonite,Trade 2
202228,2022,28,"1,000 GP Gold Bar",12,"1,000 GP Gold Bar",Trade 2
202228,2022,28,Darkwood Plank,1.5,Darkwood Plank,Trade 1
202228,2022,28,Dwarven Steel,6.75,Dwarven Steel,Trade 1
202228,2022,28,Elven Bismuth,7.25,Elven Bismuth,Trade 2
202228,2022,28,Enchanter's Munition,1.75,Enchanter's Munition,Trade 1
202228,2022,28,Minotaur Hide,6.5,Minotaur Hide,Trade 1
202228,2022,28,Mystic Silk,1.5,Mystic Silk,Trade 1
202228,2022,28,Oil of Enchantment,7.5,Oil of Enchantment,Trade 2
202228,2022,28,Patron Pin,415,Patron Pin,Premium
202228,2022,28,PCH,1.5,Potion Condensed Healing,Bonus
202228,2022,28,Philosopher's Stone,2.25,Philosopher's Stone,Trade 1
202228,2022,28,PYP,90,Ultra Rare,Ultra Rare
202228,2022,28,Wish,200,Wish Ring,Premium
202229,2022,29,1k Bonus,55,Ring of the 5th Circle,Premium
202229,2022,29,2k Bonus,21,+1 Turkey Leg of Smiting,Premium
202229,2022,29,3 Star,0.5,Lenses of Hunting,Bonus
202229,2022,29,8k Bonus,310,Orb of Dragonkind (Great Wyrm),Premium
202229,2022,29,Alchemist's Ink,11,Alchemist's Ink,Trade 1
202229,2022,29,Alchemist's Parchment,2.5,Alchemist's Parchment,Trade 1
202229,2022,29,Aragonite,12,Aragonite,Trade 2
202229,2022,29,"1,000 GP Gold Bar",12,"1,000 GP Gold Bar",Trade 2
202229,2022,29,Darkwood Plank,2,Darkwood Plank,Trade 1
202229,2022,29,Dwarven Steel,6.25,Dwarven Steel,Trade 1
202229,2022,29,Elven Bismuth,6.25,Elven Bismuth,Trade 2
202229,2022,29,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202229,2022,29,Guild Button,0.25,Adventurers' Guild Button,Bonus
202229,2022,29,Minotaur Hide,6.5,Minotaur Hide,Trade 1
202229,2022,29,Mystic Silk,1.75,Mystic Silk,Trade 1
202229,2022,29,Oil of Enchantment,6.25,Oil of Enchantment,Trade 2
202229,2022,29,Patron Pin,450,Patron Pin,Premium
202229,2022,29,PCH,1,Potion Condensed Healing,Bonus
202229,2022,29,Philosopher's Stone,2.25,Philosopher's Stone,Trade 1
202229,2022,29,PYP,90,Ultra Rare,Ultra Rare
202229,2022,29,Wish,185,Wish Ring,Premium
202230,2022,30,1k Bonus,70,Ring of the 5th Circle,Premium
202230,2022,30,2k Bonus,31,+1 Turkey Leg of Smiting,Premium
202230,2022,30,3 Star,1,Lenses of Hunting,Bonus
202230,2022,30,8k Bonus,300,Orb of Dragonkind (Great Wyrm),Premium
202230,2022,30,Alchemist's Ink,9.75,Alchemist's Ink,Trade 1
202230,2022,30,Alchemist's Parchment,1.75,Alchemist's Parchment,Trade 1
202230,2022,30,Aragonite,10,Aragonite,Trade 2
202230,2022,30,"1,000 GP Gold Bar",13,"1,000 GP Gold Bar",Trade 2
202230,2022,30,Darkwood Plank,1.5,Darkwood Plank,Trade 1
202230,2022,30,Dwarven Steel,7,Dwarven Steel,Trade 1
202230,2022,30,Elven Bismuth,5,Elven Bismuth,Trade 2
202230,2022,30,Enchanter's Munition,1.5,Enchanter's Munition,Trade 1
202230,2022,30,Guild Button,0.5,Adventurers' Guild Button,Bonus
202230,2022,30,Minotaur Hide,5.25,Minotaur Hide,Trade 1
202230,2022,30,Mystic Silk,1.5,Mystic Silk,Trade 1
202230,2022,30,Oil of Enchantment,7,Oil of Enchantment,Trade 2
202230,2022,30,Patron Pin,415,Patron Pin,Premium
202230,2022,30,PCH,1.25,Potion Condensed Healing,Bonus
202230,2022,30,Philosopher's Stone,2.5,Philosopher's Stone,Trade 1
202230,2022,30,PYP,85,Ultra Rare,Ultra Rare
202230,2022,30,Wish,180,Wish Ring,Premium
202231,2022,31,1k Bonus,60,Ring of the 5th Circle,Premium
202231,2022,31,2k Bonus,25,+1 Turkey Leg of Smiting,Premium
202231,2022,31,3 Star,0.5,Lenses of Hunting,Bonus
202231,2022,31,8k Bonus,340,Orb of Dragonkind (Great Wyrm),Premium
202231,2022,31,Alchemist's Ink,10,Alchemist's Ink,Trade 1
202231,2022,31,Alchemist's Parchment,2.25,Alchemist's Parchment,Trade 1
202231,2022,31,Aragonite,9,Aragonite,Trade 2
202231,2022,31,"1,000 GP Gold Bar",11,"1,000 GP Gold Bar",Trade 2
202231,2022,31,Darkwood Plank,1.75,Darkwood Plank,Trade 1
202231,2022,31,Dwarven Steel,6.25,Dwarven Steel,Trade 1
202231,2022,31,Elven Bismuth,7.75,Elven Bismuth,Trade 2
202231,2022,31,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202231,2022,31,Guild Button,1,Adventurers' Guild Button,Bonus
202231,2022,31,Minotaur Hide,6.5,Minotaur Hide,Trade 1
202231,2022,31,Mystic Silk,1.75,Mystic Silk,Trade 1
202231,2022,31,Oil of Enchantment,6,Oil of Enchantment,Trade 2
202231,2022,31,Patron Pin,520,Patron Pin,Premium
202231,2022,31,PCH,1,Potion Condensed Healing,Bonus
202231,2022,31,Philosopher's Stone,2.25,Philosopher's Stone,Trade 1
202231,2022,31,PYP,90,Ultra Rare,Ultra Rare
202231,2022,31,Wish,190,Wish Ring,Premium
202232,2022,32,1k Bonus,55,Ring of the 5th Circle,Premium
202232,2022,32,2k Bonus,20,+1 Turkey Leg of Smiting,Premium
202232,2022,32,3 Star,0.25,Lenses of Hunting,Bonus
202232,2022,32,8k Bonus,305,Orb of Dragonkind (Great Wyrm),Premium
202232,2022,32,Alchemist's Ink,8.75,Alchemist's Ink,Trade 1
202232,2022,32,Alchemist's Parchment,2.75,Alchemist's Parchment,Trade 1
202232,2022,32,Aragonite,10.25,Aragonite,Trade 2
202232,2022,32,"1,000 GP Gold Bar",12,"1,000 GP Gold Bar",Trade 2
202232,2022,32,Darkwood Plank,2,Darkwood Plank,Trade 1
202232,2022,32,Dwarven Steel,7.25,Dwarven Steel,Trade 1
202232,2022,32,Elven Bismuth,6.25,Elven Bismuth,Trade 2
202232,2022,32,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202232,2022,32,Guild Button,0.25,Adventurers' Guild Button,Bonus
202232,2022,32,Minotaur Hide,9,Minotaur Hide,Trade 1
202232,2022,32,Mystic Silk,2.25,Mystic Silk,Trade 1
202232,2022,32,Oil of Enchantment,6,Oil of Enchantment,Trade 2
202232,2022,32,PCH,1.5,Potion Condensed Healing,Bonus
202232,2022,32,Philosopher's Stone,2.75,Philosopher's Stone,Trade 1
202232,2022,32,PYP,85,Ultra Rare,Ultra Rare
202232,2022,32,Wish,190,Wish Ring,Premium
202233,2022,33,1k Bonus,65,Ring of the 5th Circle,Premium
202233,2022,33,2k Bonus,20,+1 Turkey Leg of Smiting,Premium
202233,2022,33,3 Star,0.25,Lenses of Hunting,Bonus
202233,2022,33,8k Bonus,310,Orb of Dragonkind (Great Wyrm),Premium
202233,2022,33,Alchemist's Ink,8.75,Alchemist's Ink,Trade 1
202233,2022,33,Alchemist's Parchment,2.25,Alchemist's Parchment,Trade 1
202233,2022,33,Aragonite,9,Aragonite,Trade 2
202233,2022,33,"1,000 GP Gold Bar",13,"1,000 GP Gold Bar",Trade 2
202233,2022,33,Darkwood Plank,2,Darkwood Plank,Trade 1
202233,2022,33,Dwarven Steel,7.5,Dwarven Steel,Trade 1
202233,2022,33,Elven Bismuth,5.25,Elven Bismuth,Trade 2
202233,2022,33,Enchanter's Munition,1.75,Enchanter's Munition,Trade 1
202233,2022,33,Guild Button,0.25,Adventurers' Guild Button,Bonus
202233,2022,33,Minotaur Hide,8.75,Minotaur Hide,Trade 1
202233,2022,33,Mystic Silk,2.5,Mystic Silk,Trade 1
202233,2022,33,Oil of Enchantment,5.25,Oil of Enchantment,Trade 2
202233,2022,33,Patron Pin,605,Patron Pin,Premium
202233,2022,33,PCH,1,Potion Condensed Healing,Bonus
202233,2022,33,Philosopher's Stone,2.5,Philosopher's Stone,Trade 1
202233,2022,33,PYP,90,Ultra Rare,Ultra Rare
202233,2022,33,Wish,180,Wish Ring,Premium
202234,2022,34,1k Bonus,50,Ring of the 5th Circle,Premium
202234,2022,34,2k Bonus,21,+1 Turkey Leg of Smiting,Premium
202234,2022,34,3 Star,0.5,Lenses of Hunting,Bonus
202234,2022,34,8k Bonus,255,Orb of Dragonkind (Great Wyrm),Premium
202234,2022,34,Alchemist's Ink,10,Alchemist's Ink,Trade 1
202234,2022,34,Alchemist's Parchment,2.25,Alchemist's Parchment,Trade 1
202234,2022,34,Aragonite,9,Aragonite,Trade 2
202234,2022,34,"1,000 GP Gold Bar",12,"1,000 GP Gold Bar",Trade 2
202234,2022,34,Darkwood Plank,2.25,Darkwood Plank,Trade 1
202234,2022,34,Dwarven Steel,7.5,Dwarven Steel,Trade 1
202234,2022,34,Elven Bismuth,5.25,Elven Bismuth,Trade 2
202234,2022,34,Enchanter's Munition,1.5,Enchanter's Munition,Trade 1
202234,2022,34,Minotaur Hide,9.25,Minotaur Hide,Trade 1
202234,2022,34,Mystic Silk,1.25,Mystic Silk,Trade 1
202234,2022,34,Oil of Enchantment,5.5,Oil of Enchantment,Trade 2
202234,2022,34,Patron Pin,595,Patron Pin,Premium
202234,2022,34,PCH,0.75,Potion Condensed Healing,Bonus
202234,2022,34,Philosopher's Stone,3.5,Philosopher's Stone,Trade 1
202234,2022,34,PYP,90,Ultra Rare,Ultra Rare
202234,2022,34,Wish,170,Wish Ring,Premium
202235,2022,35,1k Bonus,85,Ring of the 5th Circle,Premium
202235,2022,35,2k Bonus,16,+1 Turkey Leg of Smiting,Premium
202235,2022,35,3 Star,0.25,Lenses of Hunting,Bonus
202235,2022,35,8k Bonus,305,Orb of Dragonkind (Great Wyrm),Premium
202235,2022,35,Alchemist's Ink,8.25,Alchemist's Ink,Trade 1
202235,2022,35,Alchemist's Parchment,2.25,Alchemist's Parchment,Trade 1
202235,2022,35,Aragonite,11.5,Aragonite,Trade 2
202235,2022,35,"1,000 GP Gold Bar",12,"1,000 GP Gold Bar",Trade 2
202235,2022,35,Darkwood Plank,1.75,Darkwood Plank,Trade 1
202235,2022,35,Dwarven Steel,6,Dwarven Steel,Trade 1
202235,2022,35,Elven Bismuth,6.75,Elven Bismuth,Trade 2
202235,2022,35,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202235,2022,35,Guild Button,0.75,Adventurers' Guild Button,Bonus
202235,2022,35,Minotaur Hide,9,Minotaur Hide,Trade 1
202235,2022,35,Mystic Silk,1.75,Mystic Silk,Trade 1
202235,2022,35,Oil of Enchantment,8,Oil of Enchantment,Trade 2
202235,2022,35,Patron Pin,600,Patron Pin,Premium
202235,2022,35,PCH,1.5,Potion Condensed Healing,Bonus
202235,2022,35,Philosopher's Stone,2.5,Philosopher's Stone,Trade 1
202235,2022,35,PYP,90,Ultra Rare,Ultra Rare
202235,2022,35,Wish,175,Wish Ring,Premium
202236,2022,36,1k Bonus,70,Ring of the 5th Circle,Premium
202236,2022,36,2k Bonus,10.5,+1 Turkey Leg of Smiting,Premium
202236,2022,36,3 Star,5,Lenses of Hunting,Bonus
202236,2022,36,8k Bonus,320,Orb of Dragonkind (Great Wyrm),Premium
202236,2022,36,Alchemist's Ink,10,Alchemist's Ink,Trade 1
202236,2022,36,Alchemist's Parchment,2.25,Alchemist's Parchment,Trade 1
202236,2022,36,Aragonite,10.5,Aragonite,Trade 2
202236,2022,36,"1,000 GP Gold Bar",12.75,"1,000 GP Gold Bar",Trade 2
202236,2022,36,Darkwood Plank,1.75,Darkwood Plank,Trade 1
202236,2022,36,Dwarven Steel,6,Dwarven Steel,Trade 1
202236,2022,36,Elven Bismuth,10,Elven Bismuth,Trade 2
202236,2022,36,Enchanter's Munition,1.75,Enchanter's Munition,Trade 1
202236,2022,36,Guild Button,2.5,Adventurers' Guild Button,Bonus
202236,2022,36,Minotaur Hide,9,Minotaur Hide,Trade 1
202236,2022,36,Mystic Silk,1.75,Mystic Silk,Trade 1
202236,2022,36,Oil of Enchantment,5.75,Oil of Enchantment,Trade 2
202236,2022,36,Patron Pin,806,Patron Pin,Premium
202236,2022,36,PCH,1.25,Potion Condensed Healing,Bonus
202236,2022,36,Philosopher's Stone,2.5,Philosopher's Stone,Trade 1
202236,2022,36,PYP,80,Ultra Rare,Ultra Rare
202236,2022,36,Wish,205,Wish Ring,Premium
202237,2022,37,1k Bonus,75,Ring of the 5th Circle,Premium
202237,2022,37,2k Bonus,10,+1 Turkey Leg of Smiting,Premium
202237,2022,37,3 Star,2,Lenses of Hunting,Bonus
202237,2022,37,8k Bonus,310,Orb of Dragonkind (Great Wyrm),Premium
202237,2022,37,Alchemist's Ink,8.5,Alchemist's Ink,Trade 1
202237,2022,37,Alchemist's Parchment,2.25,Alchemist's Parchment,Trade 1
202237,2022,37,Aragonite,13,Aragonite,Trade 2
202237,2022,37,"1,000 GP Gold Bar",13,"1,000 GP Gold Bar",Trade 2
202237,2022,37,Darkwood Plank,2,Darkwood Plank,Trade 1
202237,2022,37,Dwarven Steel,6.5,Dwarven Steel,Trade 1
202237,2022,37,Elven Bismuth,7,Elven Bismuth,Trade 2
202237,2022,37,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202237,2022,37,Minotaur Hide,9.5,Minotaur Hide,Trade 1
202237,2022,37,Mystic Silk,2,Mystic Silk,Trade 1
202237,2022,37,Oil of Enchantment,6,Oil of Enchantment,Trade 2
202237,2022,37,Patron Pin,520,Patron Pin,Premium
202237,2022,37,PCH,1.75,Potion Condensed Healing,Bonus
202237,2022,37,Philosopher's Stone,2.75,Philosopher's Stone,Trade 1
202237,2022,37,PYP,85,Ultra Rare,Ultra Rare
202237,2022,37,Wish,195,Wish Ring,Premium
202238,2022,38,1k Bonus,60,Ring of the 5th Circle,Premium
202238,2022,38,2k Bonus,25,+1 Turkey Leg of Smiting,Premium
202238,2022,38,3 Star,1,Lenses of Hunting,Bonus
202238,2022,38,8k Bonus,325,Orb of Dragonkind (Great Wyrm),Premium
202238,2022,38,Alchemist's Ink,8,Alchemist's Ink,Trade 1
202238,2022,38,Alchemist's Parchment,2,Alchemist's Parchment,Trade 1
202238,2022,38,Aragonite,10,Aragonite,Trade 2
202238,2022,38,"1,000 GP Gold Bar",13,"1,000 GP Gold Bar",Trade 2
202238,2022,38,Darkwood Plank,2,Darkwood Plank,Trade 1
202238,2022,38,Dwarven Steel,6,Dwarven Steel,Trade 1
202238,2022,38,Elven Bismuth,6.5,Elven Bismuth,Trade 2
202238,2022,38,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202238,2022,38,Guild Button,0.25,Adventurers' Guild Button,Bonus
202238,2022,38,Minotaur Hide,8.75,Minotaur Hide,Trade 1
202238,2022,38,Mystic Silk,2,Mystic Silk,Trade 1
202238,2022,38,Oil of Enchantment,6,Oil of Enchantment,Trade 2
202238,2022,38,Patron Pin,600,Patron Pin,Premium
202238,2022,38,PCH,1.5,Potion Condensed Healing,Bonus
202238,2022,38,Philosopher's Stone,3,Philosopher's Stone,Trade 1
202238,2022,38,PYP,85,Ultra Rare,Ultra Rare
202238,2022,38,Wish,200,Wish Ring,Premium
202239,2022,39,1k Bonus,65,Ring of the 5th Circle,Premium
202239,2022,39,2k Bonus,5.25,+1 Turkey Leg of Smiting,Premium
202239,2022,39,3 Star,1,Lenses of Hunting,Bonus
202239,2022,39,8k Bonus,405,Orb of Dragonkind (Great Wyrm),Premium
202239,2022,39,Alchemist's Ink,8.5,Alchemist's Ink,Trade 1
202239,2022,39,Alchemist's Parchment,2.25,Alchemist's Parchment,Trade 1
202239,2022,39,Aragonite,10,Aragonite,Trade 2
202239,2022,39,"1,000 GP Gold Bar",12.5,"1,000 GP Gold Bar",Trade 2
202239,2022,39,Darkwood Plank,2,Darkwood Plank,Trade 1
202239,2022,39,Dwarven Steel,6.5,Dwarven Steel,Trade 1
202239,2022,39,Elven Bismuth,6.25,Elven Bismuth,Trade 2
202239,2022,39,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202239,2022,39,Guild Button,0.5,Adventurers' Guild Button,Bonus
202239,2022,39,Minotaur Hide,8.25,Minotaur Hide,Trade 1
202239,2022,39,Mystic Silk,2,Mystic Silk,Trade 1
202239,2022,39,Oil of Enchantment,6.25,Oil of Enchantment,Trade 2
202239,2022,39,Patron Pin,960,Patron Pin,Premium
202239,2022,39,PCH,0.75,Potion Condensed Healing,Bonus
202239,2022,39,Philosopher's Stone,3,Philosopher's Stone,Trade 1
202239,2022,39,PYP,95,Ultra Rare,Ultra Rare
202239,2022,39,Wish,200,Wish Ring,Premium
202240,2022,40,1k Bonus,65,Ring of the 5th Circle,Premium
202240,2022,40,2k Bonus,5.25,+1 Turkey Leg of Smiting,Premium
202240,2022,40,3 Star,0.25,Lenses of Hunting,Bonus
202240,2022,40,8k Bonus,340,Orb of Dragonkind (Great Wyrm),Premium
202240,2022,40,Alchemist's Ink,8.25,Alchemist's Ink,Trade 1
202240,2022,40,Alchemist's Parchment,2.5,Alchemist's Parchment,Trade 1
202240,2022,40,Aragonite,9.75,Aragonite,Trade 2
202240,2022,40,"1,000 GP Gold Bar",12.5,"1,000 GP Gold Bar",Trade 2
202240,2022,40,Darkwood Plank,2.5,Darkwood Plank,Trade 1
202240,2022,40,Dwarven Steel,6.25,Dwarven Steel,Trade 1
202240,2022,40,Elven Bismuth,6.25,Elven Bismuth,Trade 2
202240,2022,40,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202240,2022,40,Guild Button,0.25,Adventurers' Guild Button,Bonus
202240,2022,40,Minotaur Hide,6.75,Minotaur Hide,Trade 1
202240,2022,40,Mystic Silk,2.5,Mystic Silk,Trade 1
202240,2022,40,Oil of Enchantment,6.25,Oil of Enchantment,Trade 2
202240,2022,40,Patron Pin,700,Patron Pin,Premium
202240,2022,40,PCH,1.5,Potion Condensed Healing,Bonus
202240,2022,40,Philosopher's Stone,2.25,Philosopher's Stone,Trade 1
202240,2022,40,PYP,85,Ultra Rare,Ultra Rare
202240,2022,40,Wish,180,Wish Ring,Premium
202241,2022,41,1k Bonus,65,Ring of the 5th Circle,Premium
202241,2022,41,2k Bonus,5.25,+1 Turkey Leg of Smiting,Premium
202241,2022,41,3 Star,0.25,Lenses of Hunting,Bonus
202241,2022,41,8k Bonus,410,Orb of Dragonkind (Great Wyrm),Premium
202241,2022,41,Alchemist's Ink,8,Alchemist's Ink,Trade 1
202241,2022,41,Alchemist's Parchment,2,Alchemist's Parchment,Trade 1
202241,2022,41,Aragonite,11,Aragonite,Trade 2
202241,2022,41,"1,000 GP Gold Bar",13,"1,000 GP Gold Bar",Trade 2
202241,2022,41,Darkwood Plank,1.75,Darkwood Plank,Trade 1
202241,2022,41,Dwarven Steel,5.25,Dwarven Steel,Trade 1
202241,2022,41,Elven Bismuth,6.5,Elven Bismuth,Trade 2
202241,2022,41,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202241,2022,41,Guild Button,0.25,Adventurers' Guild Button,Bonus
202241,2022,41,Minotaur Hide,8.25,Minotaur Hide,Trade 1
202241,2022,41,Mystic Silk,2,Mystic Silk,Trade 1
202241,2022,41,Oil of Enchantment,6.25,Oil of Enchantment,Trade 2
202241,2022,41,Patron Pin,760,Patron Pin,Premium
202241,2022,41,PCH,1.25,Potion Condensed Healing,Bonus
202241,2022,41,Philosopher's Stone,2.75,Philosopher's Stone,Trade 1
202241,2022,41,PYP,85,Ultra Rare,Ultra Rare
202241,2022,41,Wish,205,Wish Ring,Premium
202242,2022,42,1k Bonus,60,Ring of the 5th Circle,Premium
202242,2022,42,2k Bonus,5.25,+1 Turkey Leg of Smiting,Premium
202242,2022,42,3 Star,1.5,Lenses of Hunting,Bonus
202242,2022,42,8k Bonus,410,Orb of Dragonkind (Great Wyrm),Premium
202242,2022,42,Alchemist's Ink,7.5,Alchemist's Ink,Trade 1
202242,2022,42,Alchemist's Parchment,2,Alchemist's Parchment,Trade 1
202242,2022,42,Aragonite,7.75,Aragonite,Trade 2
202242,2022,42,"1,000 GP Gold Bar",15,"1,000 GP Gold Bar",Trade 2
202242,2022,42,Darkwood Plank,2,Darkwood Plank,Trade 1
202242,2022,42,Dwarven Steel,5.25,Dwarven Steel,Trade 1
202242,2022,42,Elven Bismuth,5,Elven Bismuth,Trade 2
202242,2022,42,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202242,2022,42,Guild Button,0.25,Adventurers' Guild Button,Bonus
202242,2022,42,Minotaur Hide,8,Minotaur Hide,Trade 1
202242,2022,42,Mystic Silk,2,Mystic Silk,Trade 1
202242,2022,42,Oil of Enchantment,5,Oil of Enchantment,Trade 2
202242,2022,42,Patron Pin,805,Patron Pin,Premium
202242,2022,42,PCH,1.5,Potion Condensed Healing,Bonus
202242,2022,42,Philosopher's Stone,2,Philosopher's Stone,Trade 1
202242,2022,42,PYP,85,Ultra Rare,Ultra Rare
202242,2022,42,Wish,200,Wish Ring,Premium
202243,2022,43,1k Bonus,65,Ring of the 5th Circle,Premium
202243,2022,43,2k Bonus,5.25,+1 Turkey Leg of Smiting,Premium
202243,2022,43,3 Star,0.25,Lenses of Hunting,Bonus
202243,2022,43,8k Bonus,305,Orb of Dragonkind (Great Wyrm),Premium
202243,2022,43,Alchemist's Ink,8.75,Alchemist's Ink,Trade 1
202243,2022,43,Alchemist's Parchment,2.25,Alchemist's Parchment,Trade 1
202243,2022,43,Aragonite,9,Aragonite,Trade 2
202243,2022,43,"1,000 GP Gold Bar",15.5,"1,000 GP Gold Bar",Trade 2
202243,2022,43,Darkwood Plank,1.5,Darkwood Plank,Trade 1
202243,2022,43,Dwarven Steel,6.25,Dwarven Steel,Trade 1
202243,2022,43,Elven Bismuth,4.25,Elven Bismuth,Trade 2
202243,2022,43,Enchanter's Munition,1.25,Enchanter's Munition,Trade 1
202243,2022,43,Guild Button,0.25,Adventurers' Guild Button,Bonus
202243,2022,43,Minotaur Hide,8,Minotaur Hide,Trade 1
202243,2022,43,Mystic Silk,1.75,Mystic Silk,Trade 1
202243,2022,43,Oil of Enchantment,5.25,Oil of Enchantment,Trade 2
202243,2022,43,Patron Pin,520,Patron Pin,Premium
202243,2022,43,PCH,1,Potion Condensed Healing,Bonus
202243,2022,43,Philosopher's Stone,2.25,Philosopher's Stone,Trade 1
202243,2022,43,PYP,95,Ultra Rare,Ultra Rare
202243,2022,43,Wish,215,Wish Ring,Premium
202244,2022,44,1k Bonus,70,Ring of the 5th Circle,Premium
202244,2022,44,2k Bonus,5.5,+1 Turkey Leg of Smiting,Premium
202244,2022,44,3 Star,0.25,Lenses of Hunting,Bonus
202244,2022,44,8k Bonus,360,Orb of Dragonkind (Great Wyrm),Premium
202244,2022,44,Alchemist's Ink,8.25,Alchemist's Ink,Trade 1
202244,2022,44,Alchemist's Parchment,2.25,Alchemist's Parchment,Trade 1
202244,2022,44,Aragonite,15,Aragonite,Trade 2
202244,2022,44,"1,000 GP Gold Bar",15,"1,000 GP Gold Bar",Trade 2
202244,2022,44,Darkwood Plank,2,Darkwood Plank,Trade 1
202244,2022,44,Dwarven Steel,5.75,Dwarven Steel,Trade 1
202244,2022,44,Elven Bismuth,11,Elven Bismuth,Trade 2
202244,2022,44,Enchanter's Munition,2.25,Enchanter's Munition,Trade 1
202244,2022,44,Guild Button,1.5,Adventurers' Guild Button,Bonus
202244,2022,44,Minotaur Hide,7.5,Minotaur Hide,Trade 1
202244,2022,44,Mystic Silk,1.5,Mystic Silk,Trade 1
202244,2022,44,Oil of Enchantment,11,Oil of Enchantment,Trade 2
202244,2022,44,Patron Pin,550,Patron Pin,Premium
202244,2022,44,PCH,1.25,Potion Condensed Healing,Bonus
202244,2022,44,Philosopher's Stone,2.25,Philosopher's Stone,Trade 1
202244,2022,44,PYP,85,Ultra Rare,Ultra Rare
202244,2022,44,Wish,220,Wish Ring,Premium
202245,2022,45,1k Bonus,65,Ring of the 5th Circle,Premium
202245,2022,45,2k Bonus,6,+1 Turkey Leg of Smiting,Premium
202245,2022,45,3 Star,1.5,Lenses of Hunting,Bonus
202245,2022,45,8k Bonus,370,Orb of Dragonkind (Great Wyrm),Premium
202245,2022,45,Alchemist's Ink,8.5,Alchemist's Ink,Trade 1
202245,2022,45,Alchemist's Parchment,2,Alchemist's Parchment,Trade 1
202245,2022,45,Aragonite,11,Aragonite,Trade 2
202245,2022,45,"1,000 GP Gold Bar",15,"1,000 GP Gold Bar",Trade 2
202245,2022,45,Darkwood Plank,1.75,Darkwood Plank,Trade 1
202245,2022,45,Dwarven Steel,5.25,Dwarven Steel,Trade 1
202245,2022,45,Elven Bismuth,7,Elven Bismuth,Trade 2
202245,2022,45,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202245,2022,45,Guild Button,3.25,Adventurers' Guild Button,Bonus
202245,2022,45,Minotaur Hide,8,Minotaur Hide,Trade 1
202245,2022,45,Mystic Silk,1.75,Mystic Silk,Trade 1
202245,2022,45,Oil of Enchantment,6.25,Oil of Enchantment,Trade 2
202245,2022,45,Patron Pin,550,Patron Pin,Premium
202245,2022,45,PCH,1.5,Potion Condensed Healing,Bonus
202245,2022,45,Philosopher's Stone,2.25,Philosopher's Stone,Trade 1
202245,2022,45,PYP,85,Ultra Rare,Ultra Rare
202245,2022,45,Wish,205,Wish Ring,Premium
202246,2022,46,1k Bonus,60,Ring of the 5th Circle,Premium
202246,2022,46,2k Bonus,16,+1 Turkey Leg of Smiting,Premium
202246,2022,46,3 Star,1,Lenses of Hunting,Bonus
202246,2022,46,8k Bonus,450,Orb of Dragonkind (Great Wyrm),Premium
